"displacement:0","displacement:1","displacement:2","displacement loads:0","displacement loads:1","displacement loads:2","displacement_magnitude","displacement_vector_derived:0","displacement_vector_derived:1","displacement_vector_derived:2","engineering_shear_strain_xy_derived","max_principal_strain_derived","strain_plane_derived:0","strain_plane_derived:1","strain_plane_derived:2","strain_xx_derived","strain_yy_derived","stress_plane_derived_pa:0","stress_plane_derived_pa:1","stress_plane_derived_pa:2","stress_xx","stress_xx_derived_pa","stress_xy","stress_xy_derived_pa","stress_xz","stress_yy","stress_yy_derived_pa","stress_yz","stress_zz","von_mises_derived_pa","vonmises","GeometryIds","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
9.3425e-05,-0.00023412,0,2.8389e-09,-1.3704e-08,0,0.00025215,9.3425e-05,-0.00023412,0,6.8333e-05,3.3559e-05,-1.659e-07,-1.7007e-06,6.8333e-05,-1.659e-07,-1.7007e-06,-1.5603e+05,-4.0396e+05,5.5192e+06,-1.1192e+05,-1.5603e+05,5.5686e+06,5.5192e+06,0,-3.9597e+05,-4.0396e+05,0,0,9.6881e+06,9.7748e+06,1,1,0.875,0.875,0.05,0
9.3427e-05,-0.00022468,0,-3.051e-09,-4.3298e-08,0,0.0002434,9.3427e-05,-0.00022468,0,6.9218e-05,3.4026e-05,-7.0481e-09,-1.7381e-06,6.9218e-05,-7.0481e-09,-1.7381e-06,-1.2196e+05,-4.0159e+05,5.5907e+06,-56252,-1.2196e+05,5.6419e+06,5.5907e+06,0,-3.866e+05,-4.0159e+05,0,0,9.7976e+06,9.8892e+06,1,1,0.88,0.88,0.05,0
9.3427e-05,-0.00021515,0,2.3538e-09,-2.9586e-08,0,0.00023466,9.3427e-05,-0.00021515,0,7.0152e-05,3.4346e-05,-2.5858e-07,-1.7448e-06,7.0152e-05,-2.5858e-07,-1.7448e-06,-1.8046e+05,-4.2054e+05,5.6661e+06,-1.2913e+05,-1.8046e+05,5.7201e+06,5.6661e+06,0,-4.1324e+05,-4.2054e+05,0,0,9.9226e+06,1.0019e+07,1,1,0.885,0.885,0.05,0
9.3427e-05,-0.0002056,0,8.8818e-10,-1.9832e-08,0,0.00022592,9.3427e-05,-0.0002056,0,7.109e-05,3.4675e-05,-4.6705e-07,-1.7773e-06,7.109e-05,-4.6705e-07,-1.7773e-06,-2.3082e+05,-4.4247e+05,5.7419e+06,-1.9178e+05,-2.3082e+05,5.8003e+06,5.7419e+06,0,-4.4269e+05,-4.4247e+05,0,0,1.0048e+07,1.0151e+07,1,1,0.89,0.89,0.05,0
9.3424e-05,-0.00019597,0,-5.6115e-09,-1.8653e-08,0,0.00021722,9.3424e-05,-0.00019597,0,7.2007e-05,3.5026e-05,-5.1116e-07,-1.8784e-06,7.2007e-05,-5.1116e-07,-1.8784e-06,-2.48e+05,-4.6886e+05,5.8159e+06,-2.1314e+05,-2.48e+05,5.8702e+06,5.8159e+06,0,-4.6448e+05,-4.6886e+05,0,0,1.0163e+07,1.0258e+07,1,1,0.895,0.895,0.05,0
9.3423e-05,-0.00018632,0,-8.8156e-09,-2.0054e-08,0,0.00020852,9.3423e-05,-0.00018632,0,7.2911e-05,3.5361e-05,-5.6391e-07,-1.9965e-06,7.2911e-05,-5.6391e-07,-1.9965e-06,-2.6835e+05,-4.9978e+05,5.889e+06,-2.394e+05,-2.6835e+05,5.9387e+06,5.889e+06,0,-4.9002e+05,-4.9978e+05,0,0,1.0279e+07,1.0365e+07,1,1,0.9,0.9,0.05,0
9.342e-05,-0.00017659,0,-7.4255e-09,-6.8047e-09,0,0.0001999,9.342e-05,-0.00017659,0,7.3927e-05,3.5744e-05,-4.4946e-07,-2.3012e-06,7.3927e-05,-4.4946e-07,-2.3012e-06,-2.6304e+05,-5.6217e+05,5.971e+06,-2.4023e+05,-2.6304e+05,6.0287e+06,5.971e+06,0,-5.5046e+05,-5.6217e+05,0,0,1.041e+07,1.051e+07,1,1,0.905,0.905,0.05,0
9.342e-05,-0.00016685,0,-3.4563e-09,1.3089e-08,0,0.00019131,9.342e-05,-0.00016685,0,7.4914e-05,3.609e-05,-3.5234e-07,-2.6429e-06,7.4914e-05,-3.5234e-07,-2.6429e-06,-2.6427e+05,-6.3428e+05,6.0508e+06,-2.4693e+05,-2.6427e+05,6.1155e+06,6.0508e+06,0,-6.2161e+05,-6.3428e+05,0,0,1.0539e+07,1.0651e+07,1,1,0.91,0.91,0.05,0
9.3417e-05,-0.00015704,0,1.0888e-09,1.1819e-09,0,0.00018286,9.3417e-05,-0.00015704,0,7.5738e-05,3.6286e-05,-1.8029e-07,-3.2377e-06,7.5738e-05,-1.8029e-07,-3.2377e-06,-2.6576e+05,-7.5965e+05,6.1173e+06,-2.5614e+05,-2.6576e+05,6.1798e+06,6.1173e+06,0,-7.4425e+05,-7.5965e+05,0,0,1.0654e+07,1.0761e+07,1,1,0.915,0.915,0.05,0
9.342e-05,-0.00014722,0,3.103e-09,-9.6318e-09,0,0.00017446,9.342e-05,-0.00014722,0,7.6535e-05,3.6448e-05,-2.1314e-08,-3.8798e-06,7.6535e-05,-2.1314e-08,-3.8798e-06,-2.7352e+05,-8.9681e+05,6.1817e+06,-2.7274e+05,-2.7352e+05,6.2429e+06,6.1817e+06,0,-8.7756e+05,-8.9681e+05,0,0,1.0768e+07,1.0872e+07,1,1,0.92,0.92,0.05,0
9.3419e-05,-0.00013734,0,8.6874e-10,1.2716e-09,0,0.00016627,9.3419e-05,-0.00013734,0,7.7094e-05,3.6444e-05,4.5446e-07,-5.0069e-06,7.7094e-05,4.5446e-07,-5.0069e-06,-2.4176e+05,-1.124e+06,6.2268e+06,-2.376e+05,-2.4176e+05,6.2889e+06,6.2268e+06,0,-1.1082e+06,-1.124e+06,0,0,1.0863e+07,1.0969e+07,1,1,0.925,0.925,0.05,0
9.3423e-05,-0.00012746,0,-7.0871e-10,8.3947e-09,0,0.00015816,9.3423e-05,-0.00012746,0,7.756e-05,3.6375e-05,9.5176e-07,-6.235e-06,7.756e-05,9.5176e-07,-6.235e-06,-2.1202e+05,-1.373e+06,6.2645e+06,-2.0385e+05,-2.1202e+05,6.3282e+06,6.2645e+06,0,-1.3618e+06,-1.373e+06,0,0,1.0952e+07,1.1061e+07,1,1,0.93,0.93,0.05,0
9.343e-05,-0.00011753,0,-1.1822e-10,4.2825e-09,0,0.00015034,9.343e-05,-0.00011753,0,7.7533e-05,3.6138e-05,2.0619e-06,-8.1415e-06,7.7533e-05,2.0619e-06,-8.1415e-06,-87815,-1.7361e+06,6.2623e+06,-86617,-87815,6.332e+06,6.2623e+06,0,-1.7194e+06,-1.7361e+06,0,0,1.1005e+07,1.1122e+07,1,1,0.935,0.935,0.05,0
9.3441e-05,-0.00010759,0,2.672e-09,-5.3774e-09,0,0.00014263,9.3441e-05,-0.00010759,0,7.7215e-05,3.5771e-05,3.2525e-06,-1.0198e-05,7.7215e-05,3.2525e-06,-1.0198e-05,44538,-2.1283e+06,6.2366e+06,39566,44538,6.3118e+06,6.2366e+06,0,-2.1079e+06,-2.1283e+06,0,0,1.1034e+07,1.1157e+07,1,1,0.94,0.94,0.05,0
9.3464e-05,-9.7623e-05,0,2.6688e-09,-1.1672e-08,0,0.00013539,9.3464e-05,-9.7623e-05,0,7.5693e-05,3.5047e-05,5.0786e-06,-1.303e-05,7.5693e-05,5.0786e-06,-1.303e-05,2.699e+05,-2.6554e+06,6.1137e+06,2.622e+05,2.699e+05,6.1896e+06,6.1137e+06,0,-2.6428e+06,-2.6554e+06,0,0,1.0987e+07,1.111e+07,1,1,0.945,0.945,0.05,0
9.3491e-05,-8.7656e-05,0,-1.1295e-10,-1.3436e-08,0,0.00012829,9.3491e-05,-8.7656e-05,0,7.3675e-05,3.4157e-05,6.9902e-06,-1.5965e-05,7.3675e-05,6.9902e-06,-1.5965e-05,5.0785e+05,-3.2003e+06,5.9507e+06,4.9617e+05,5.0785e+05,6.025e+06,5.9507e+06,0,-3.1959e+06,-3.2003e+06,0,0,1.0899e+07,1.1017e+07,1,1,0.95,0.95,0.05,0
9.3536e-05,-7.7684e-05,0,1.7147e-09,-7.5276e-09,0,0.00012187,9.3536e-05,-7.7684e-05,0,6.91e-05,3.2694e-05,9.5451e-06,-1.9521e-05,6.91e-05,9.5451e-06,-1.9521e-05,8.5124e+05,-3.8441e+06,5.5811e+06,8.6334e+05,8.5124e+05,5.6712e+06,5.5811e+06,0,-3.8601e+06,-3.8441e+06,0,0,1.0652e+07,1.0806e+07,1,1,0.955,0.955,0.05,0
9.3586e-05,-6.7715e-05,0,4.5409e-09,-1.6515e-09,0,0.00011565,9.3586e-05,-6.7715e-05,0,6.3862e-05,3.1052e-05,1.208e-05,-2.3014e-05,6.3862e-05,1.208e-05,-2.3014e-05,1.1944e+06,-4.4745e+06,5.1581e+06,1.2327e+06,1.1944e+06,5.2612e+06,5.1581e+06,0,-4.5187e+06,-4.4745e+06,0,0,1.035e+07,1.054e+07,1,1,0.96,0.96,0.05,0
9.3659e-05,-5.7773e-05,0,4.1487e-09,-2.9529e-09,0,0.00011037,9.3659e-05,-5.7773e-05,0,5.4803e-05,2.8646e-05,1.4409e-05,-2.569e-05,5.4803e-05,1.4409e-05,-2.569e-05,1.5466e+06,-4.9308e+06,4.4264e+06,1.575e+06,1.5466e+06,4.4555e+06,4.4264e+06,0,-5.0013e+06,-4.9308e+06,0,0,9.7435e+06,9.8486e+06,1,1,0.965,0.965,0.05,0
9.3735e-05,-4.7839e-05,0,3.69e-09,-6.0762e-09,0,0.00010536,9.3735e-05,-4.7839e-05,0,4.5458e-05,2.6181e-05,1.6514e-05,-2.8039e-05,4.5458e-05,1.6514e-05,-2.8039e-05,1.8697e+06,-5.3273e+06,3.6716e+06,1.9073e+06,1.8697e+06,3.6382e+06,3.6716e+06,0,-5.4035e+06,-5.3273e+06,0,0,9.1047e+06,9.1385e+06,1,1,0.97,0.97,0.05,0
9.3821e-05,-3.7958e-05,0,5.2895e-10,-3.0374e-09,0,0.00010166,9.3821e-05,-3.7958e-05,0,3.423e-05,2.2888e-05,1.663e-05,-2.8264e-05,3.423e-05,1.663e-05,-2.8264e-05,1.8809e+06,-5.3712e+06,2.7647e+06,1.961e+06,1.8809e+06,2.7327e+06,2.7647e+06,0,-5.3913e+06,-5.3712e+06,0,0,8.2232e+06,8.2536e+06,1,1,0.975,0.975,0.05,0
9.3916e-05,-2.8082e-05,0,-3.1859e-09,1.6974e-09,0,9.8274e-05,9.3916e-05,-2.8082e-05,0,2.2316e-05,1.9424e-05,1.649e-05,-2.831e-05,2.2316e-05,1.649e-05,-2.831e-05,1.8454e+06,-5.3914e+06,1.8024e+06,1.9588e+06,1.8454e+06,1.767e+06,1.8024e+06,0,-5.3532e+06,-5.3914e+06,0,0,7.3074e+06,7.325e+06,1,1,0.98,0.98,0.05,0
9.3981e-05,-1.8252e-05,0,-3.4772e-09,1.0474e-09,0,9.616e-05,9.3981e-05,-1.8252e-05,0,1.2769e-05,1.5996e-05,1.4661e-05,-2.6566e-05,1.2769e-05,1.4661e-05,-2.6566e-05,1.5441e+06,-5.1156e+06,1.0314e+06,1.546e+06,1.5441e+06,9.8966e+05,1.0314e+06,0,-5.0795e+06,-5.1156e+06,0,0,6.406e+06,6.3502e+06,1,1,0.985,0.985,0.05,0
9.4056e-05,-8.4388e-06,0,-2.7547e-09,-1.4543e-09,0,9.466e-05,9.4056e-05,-8.4388e-06,0,2.434e-06,1.2341e-05,1.1797e-05,-2.3708e-05,2.434e-06,1.1797e-05,-2.3708e-05,1.081e+06,-4.6544e+06,1.9659e+05,8.7392e+05,1.081e+06,1.7809e+05,1.9659e+05,0,-4.6715e+06,-4.6544e+06,0,0,5.4306e+06,5.3011e+06,1,1,0.99,0.99,0.05,0
9.4102e-05,1.3493e-06,0,-2.486e-10,-1.2266e-09,0,9.4484e-05,9.4102e-05,1.3493e-06,0,-1.6338e-06,1.0169e-05,9.9338e-06,-2.1696e-05,-1.6338e-06,9.9338e-06,-2.1696e-05,7.9037e+05,-4.3191e+06,-1.3196e+05,5.991e+05,7.9037e+05,-1.5778e+05,-1.3196e+05,0,-4.3666e+06,-4.3191e+06,0,0,4.8293e+06,4.753e+06,1,1,0.995,0.995,0.05,0
9.4138e-05,1.1128e-05,0,2.9104e-09,1.7347e-17,0,9.4793e-05,9.4138e-05,1.1128e-05,0,-3.4076e-06,8.5393e-06,8.4376e-06,-1.9994e-05,-3.4076e-06,8.4376e-06,-1.9994e-05,5.6294e+05,-4.0299e+06,-2.7523e+05,4.697e+05,5.6294e+05,-3.1953e+05,-2.7523e+05,0,-4.0994e+06,-4.0299e+06,0,0,4.3649e+06,4.3884e+06,1,1,1,1,0.05,0
